	phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
3799	D006262	species	1510	47246	7.98e-07	-0.184237671	2.3600000000000002e-143	-0.775842612	35	403	270	11777	3.78770877	5.94e-10	2.54797749	5.485346306	[Clostridium] stercorarium	[Clostridium] viride
3800	D006262	species	1510	47678	0.003272488	-0.03558322	2.2e-46	-0.171783661	302	136	6391	5656	1.96509941	3.32e-11	1.594510246	2.431869727	[Clostridium] stercorarium	Bacteroides caccae
3801	D006262	species	1510	53443	5.89e-08	-0.199549928	4.19e-139	-0.76259775	25	413	288	11759	2.471220189	0.000123236	1.554479232	3.775092359	[Clostridium] stercorarium	Blautia hydrogenotrophica
3802	D006262	species	1510	61635	0.002408343	-0.117403013	2.5299999999999998e-95	-0.690100961	40	398	228	11819	5.207639789	5.7e-15	3.57170823	7.437628897	[Clostridium] stercorarium	Acholeplasma brassicae
3803	D006262	species	1510	66219	0.01448268	-0.113570847	1.06e-12	-0.322976793	7	431	25	12022	7.808118594	9.8e-05	2.835140715	18.70305284	[Clostridium] stercorarium	Lachnoclostridium phytofermentans
3804	D006262	species	1510	69825	0.032684305	-0.033718348	3.1799999999999998e-24	-0.159314677	280	158	3575	8472	4.199065877	1.97e-47	3.428676713	5.15656801	[Clostridium] stercorarium	[Clostridium] indolis
3805	D006262	species	1510	76853	0.000201318	-0.170663777	3.67e-14	-0.339741458	10	428	32	12015	8.768757097	1.37e-06	3.819142087	18.42804196	[Clostridium] stercorarium	Solibacillus silvestris
3806	D006262	species	1510	77095	1.91e-06	-0.203479256	5.2199999999999996e-55	-0.60451709	24	414	101	11946	6.854040586	7.9e-12	4.152890397	10.91730817	[Clostridium] stercorarium	Prevotella bryantii
3807	D006262	species	1510	83661	0.041593115	-0.089475606	5.48e-53	-0.604341599	9	429	81	11966	3.098687719	0.004242252	1.358648262	6.233152189	[Clostridium] stercorarium	Desulfonispora thiosulfatigenes
3808	D006262	species	1510	84026	0.000734526	-0.067946924	1.67e-48	-0.288576457	246	192	2028	10019	6.328443348	9.19e-74	5.185628593	7.730946094	[Clostridium] stercorarium	[Clostridium] methylpentosum
3809	D006262	species	1510	84030	7.4e-05	-0.076475755	1.43e-109	-0.410686679	171	267	2242	9805	2.80056699	1.96e-22	2.284906999	3.425827716	[Clostridium] stercorarium	[Clostridium] saccharolyticum
3810	D006262	species	1510	84031	0.006557778	-0.085153073	1.84e-205	-0.775869438	38	400	580	11467	1.878145001	0.0006946	1.295956049	2.654697366	[Clostridium] stercorarium	Clostridium sartagoforme
3811	D006262	species	1510	84032	0.001874382	-0.109164241	1.84e-43	-0.459294345	154	284	371	11676	17.05483095	5.85e-105	13.56491627	21.40796647	[Clostridium] stercorarium	[Clostridium] thermosuccinogenes
3812	D006262	species	1510	87650	0.002635624	-0.135300654	1.01e-36	-0.528329282	11	427	54	11993	5.719219655	1.41e-05	2.67701715	11.16568054	[Clostridium] stercorarium	Facklamia sourekii
3813	D006262	species	1510	89014	4.78e-11	-0.164535136	2.92e-178	-0.633985459	95	343	1141	10906	2.647047718	9.14e-14	2.069262597	3.360750796	[Clostridium] stercorarium	Blautia luti
3814	D006262	species	1510	89153	2.57e-05	-0.18361674	1.42e-40	-0.539738461	21	417	81	11966	7.434848638	4.09e-11	4.325558722	12.27611496	[Clostridium] stercorarium	[Clostridium] hylemonae
3815	D006262	species	1510	90742	0.008419611	-0.119150514	8.139999999999999e-30	-0.482448352	6	432	50	11997	3.3319005	0.013297211	1.161055011	7.833741928	[Clostridium] stercorarium	Paracoccus sp. MBIC4017
3816	D006262	species	1510	100884	2.42e-05	-0.1588475	9.36e-138	-0.768964609	18	420	262	11785	1.927632917	0.012589869	1.113668367	3.144957174	[Clostridium] stercorarium	Coprobacillus cateniformis
3817	D006262	species	1510	107580	8.08e-11	-0.259164575	7.760000000000001e-107	-0.740066798	20	418	172	11875	3.302808415	1.35e-05	1.947963294	5.327434767	[Clostridium] stercorarium	Bacteroides sp. CIP103040
3818	D006262	species	1510	114527	4.76e-07	-0.207090387	2.84e-85	-0.695804913	13	425	143	11904	2.545825866	0.003357779	1.312364858	4.541335434	[Clostridium] stercorarium	Mogibacterium diversum
3819	D006262	species	1510	118748	0.00037262	-0.156534998	2.5799999999999997e-38	-0.528895525	17	421	75	11972	6.443404722	1.7e-08	3.534538461	11.1359211	[Clostridium] stercorarium	Bulleidia extructa
3820	D006262	species	1510	122355	0.000202952	-0.157080341	1.07e-65	-0.641584273	11	427	117	11930	2.626432441	0.005347571	1.266418649	4.921990624	[Clostridium] stercorarium	Pseudomonas psychrophila
3821	D006262	species	1510	133926	9.27e-05	-0.156460522	1.34e-116	-0.75798787	14	424	181	11866	2.164360428	0.009756422	1.150039327	3.767572296	[Clostridium] stercorarium	Olsenella uli
3822	D006262	species	1510	143393	2.49e-12	-0.247739413	3.61e-168	-0.791886542	27	411	339	11708	2.268717117	0.00024825	1.455182256	3.409319711	[Clostridium] stercorarium	[Eubacterium] sulci
3823	D006262	species	1510	165179	9.99e-18	-0.131810163	2.46e-116	-0.343206815	191	247	3759	8288	1.704899756	1.09e-07	1.398381297	2.076106	[Clostridium] stercorarium	Prevotella copri
3824	D006262	species	1510	171398	0.002012168	-0.143024777	5.98e-20	-0.407101812	5	433	26	12021	5.337225445	0.004151756	1.592821149	14.21526871	[Clostridium] stercorarium	Paenibacillus sp. DSM 1352
3825	D006262	species	1510	184870	0.00012781	-0.167522511	4.1600000000000005e-43	-0.554577502	8	430	80	11967	2.782638345	0.011953746	1.154139688	5.801065199	[Clostridium] stercorarium	Varibaculum cambriense
3826	D006262	species	1510	185293	6.89e-06	-0.170998427	4.34e-111	-0.721765362	39	399	246	11801	4.687588031	2.27e-13	3.207048361	6.703514366	[Clostridium] stercorarium	Prevotella oryzae
3827	D006262	species	1510	187327	7.78e-09	-0.11641797	1.69e-119	-0.445446715	169	269	2007	10040	3.142441522	9.72e-27	2.561383297	3.847250924	[Clostridium] stercorarium	Acidaminococcus intestini
3828	D006262	species	1510	189722	0.000229584	-0.153061163	2.3799999999999998e-82	-0.689604604	15	423	137	11910	3.082280223	0.000290702	1.664473181	5.322410545	[Clostridium] stercorarium	Prevotella marshii
3829	D006262	species	1510	204516	6.46e-06	-0.067646293	2.29e-83	-0.284402761	224	214	4001	8046	2.10487632	3.46e-14	1.730495239	2.560654088	[Clostridium] stercorarium	Bacteroides massiliensis
3830	D006262	species	1510	214856	0.006816159	-0.043330454	1.05e-72	-0.283017053	211	227	3460	8587	2.306711061	4.55e-17	1.895172228	2.806554996	[Clostridium] stercorarium	Alistipes finegoldii
3831	D006262	species	1510	218538	3.97e-08	-0.078916918	2.83e-87	-0.27929068	189	249	4393	7654	1.3224185	0.004702487	1.084700012	1.610190072	[Clostridium] stercorarium	Dialister invisus
3832	D006262	species	1510	228603	0.000293602	-0.121503833	8.23e-193	-0.793957187	31	407	446	11601	1.981054837	0.000867023	1.312335806	2.897501031	[Clostridium] stercorarium	Prevotella shahii
3833	D006262	species	1510	246787	6.32e-07	-0.080501017	5.26e-95	-0.325583588	221	217	3381	8666	2.610167377	5.31e-22	2.145144361	3.17634077	[Clostridium] stercorarium	Bacteroides cellulosilyticus
3834	D006262	species	1510	253239	0.001981755	-0.131609297	1.1e-49	-0.574817747	45	393	112	11935	12.19017862	5.13e-29	8.306367948	17.65240173	[Clostridium] stercorarium	Ethanoligenens harbinense
3835	D006262	species	1510	264027	2.37e-05	-0.189328379	1.4e-35	-0.520977139	12	426	54	11993	6.253924633	2.64e-06	3.021809741	11.94613176	[Clostridium] stercorarium	Algoriphagus marincola
3836	D006262	species	1510	291645	0.003601575	-0.076935172	1.48e-173	-0.651552734	73	365	992	11055	2.228665121	2.35e-08	1.694715132	2.898675542	[Clostridium] stercorarium	Bacteroides nordii
3837	D006262	species	1510	301301	1.31e-05	-0.057519475	5.35e-28	-0.144150728	309	129	5295	6752	3.054203542	3.73e-28	2.470872086	3.79255455	[Clostridium] stercorarium	Roseburia hominis
3838	D006262	species	1510	301302	3.82e-15	-0.187501493	6.29e-212	-0.65442703	67	371	1291	10756	1.504551771	0.003738499	1.134746512	1.969881962	[Clostridium] stercorarium	Roseburia faecis
3839	D006262	species	1510	308994	8.44e-07	-0.1657679	4.5e-173	-0.771275462	44	394	435	11612	2.980652724	4.48e-09	2.100456856	4.144523241	[Clostridium] stercorarium	Dialister propionicifaciens
3840	D006262	species	1510	309120	0.000420479	-0.115667648	4.66e-195	-0.785848554	31	407	488	11559	1.803952231	0.004600074	1.196272152	2.6355661	[Clostridium] stercorarium	Dialister micraerophilus
3841	D006262	species	1510	310298	2.24e-12	-0.123375042	1.05e-155	-0.444432399	149	289	2776	9271	1.721764633	3.68e-07	1.396850276	2.11541688	[Clostridium] stercorarium	Bacteroides coprocola
3842	D006262	species	1510	328812	0.000435569	-0.099383849	1.11e-182	-0.697474807	59	379	811	11236	2.156578463	7.99e-07	1.595713301	2.872563379	[Clostridium] stercorarium	Parabacteroides goldsteinii
3843	D006262	species	1510	328813	0.003916318	-0.038829622	4.35e-33	-0.160310138	306	132	5080	6967	3.178997964	1.83e-30	2.575039529	3.941880792	[Clostridium] stercorarium	Alistipes onderdonkii
3844	D006262	species	1510	329854	3.93e-06	-0.090210167	1.72e-129	-0.448765156	155	283	2171	9876	2.49118869	3.84e-17	2.023455561	3.058585028	[Clostridium] stercorarium	Bacteroides intestinalis
3845	D006262	species	1510	341225	1.7e-08	-0.134494141	4.9e-158	-0.580932893	98	340	1307	10740	2.368271176	1.44e-11	1.858202212	2.996742396	[Clostridium] stercorarium	[Clostridium] saccharogumia
3846	D006262	species	1510	356829	4.44e-07	-0.19604779	6.73e-123	-0.757944985	16	422	215	11832	2.086308638	0.00979362	1.160520416	3.506581106	[Clostridium] stercorarium	Bifidobacterium tsurumiense
3847	D006262	species	1510	360911	0.009772281	-0.117829227	5.59e-19	-0.390961009	14	424	42	12005	9.433111493	5.25e-09	4.720157804	17.78288844	[Clostridium] stercorarium	Exiguobacterium sp. AT1b
3848	D006262	species	1510	376804	0.003548217	-0.110540693	6.859999999999999e-138	-0.771252587	25	413	256	11791	2.787674834	1.89e-05	1.749986705	4.269038893	[Clostridium] stercorarium	Bacteroides barnesiae
3849	D006262	species	1510	376806	0.000524551	-0.152586071	7.909999999999999e-45	-0.566230063	22	416	75	11972	8.438446283	1.77e-12	4.942943336	13.88043819	[Clostridium] stercorarium	Bacteroides gallinarum
3850	D006262	species	1510	384638	3.62e-07	-0.189540189	2.29e-152	-0.789683454	19	419	272	11775	1.962912741	0.008910243	1.151907962	3.164242289	[Clostridium] stercorarium	[Bacteroides] pectinophilus
3851	D006262	species	1510	387661	4.46e-09	-0.117332064	1.92e-135	-0.467938682	132	306	2047	10000	2.107210272	3.55e-11	1.695384392	2.607681583	[Clostridium] stercorarium	Parabacteroides johnsonii
3852	D006262	species	1510	395922	1.96e-05	-0.187838396	7.160000000000001e-31	-0.48087274	31	407	72	11975	12.66298432	5.34e-21	7.93354652	19.80824369	[Clostridium] stercorarium	Coraliomargarita akajimensis
3853	D006262	species	1510	410072	4.39e-11	-0.088224194	3.35e-87	-0.260884854	266	172	5123	6924	2.090089895	6.96e-14	1.712746216	2.555772622	[Clostridium] stercorarium	Coprococcus comes
3854	D006262	species	1510	423605	0.027912518	-0.102072055	6.44e-15	-0.351226815	8	430	26	12021	8.598199207	1.75e-05	3.344248626	19.69775832	[Clostridium] stercorarium	Elusimicrobium minutum
3855	D006262	species	1510	425254	0.021657272	-0.10393465	3.2999999999999997e-28	-0.470172233	6	432	50	11997	3.3319005	0.013297211	1.161055011	7.833741928	[Clostridium] stercorarium	Cellulosilyticum ruminicola
3856	D006262	species	1510	454154	9.8e-07	-0.090900007	7.189999999999999e-91	-0.363213531	156	282	2453	9594	2.163467078	5.32e-13	1.758562157	2.654036171	[Clostridium] stercorarium	Paraprevotella clara
3857	D006262	species	1510	487175	1.6e-07	-0.087813207	2.69e-121	-0.378487109	163	275	3112	8935	1.701721867	3.12e-07	1.387192314	2.082417063	[Clostridium] stercorarium	Parasutterella excrementihominis
3858	D006262	species	1510	508460	0.012082621	-0.116178721	2.74e-13	-0.329829325	7	431	28	12019	6.96881931	0.00017872	2.555213551	16.44888745	[Clostridium] stercorarium	Cloacibacillus evryensis
3859	D006262	species	1510	536633	1.7e-05	-0.074864867	9.729999999999999e-84	-0.328515445	233	205	2856	9191	3.65705884	1.24e-38	3.003807445	4.455519944	[Clostridium] stercorarium	Blautia glucerasea
3860	D006262	species	1510	544645	3.49e-16	-0.225055453	2.85e-159	-0.657047384	91	347	844	11203	3.480428726	9.5e-20	2.703425988	4.446602019	[Clostridium] stercorarium	Butyricimonas virosa
3861	D006262	species	1510	574375	1.23e-09	-0.20033033	2.82e-199	-0.796479284	27	411	466	11581	1.63251999	0.023393131	1.051247089	2.442031531	[Clostridium] stercorarium	Bacillus gaemokensis
3862	D006262	species	1510	589436	1.82e-09	-0.206033356	2.2800000000000003e-166	-0.772091212	40	398	398	11649	2.941171626	2.77e-08	2.038376863	4.148036386	[Clostridium] stercorarium	Prevotella fusca
3863	D006262	species	1510	626930	0.000720792	-0.098808583	9.95e-158	-0.677485204	82	356	730	11317	3.570143254	9.59e-19	2.741298615	4.608556728	[Clostridium] stercorarium	Bacteroides fluxus
3864	D006262	species	1510	626931	1.17e-05	-0.165532537	9.3e-131	-0.758390787	30	408	256	11791	3.386070988	8.14e-08	2.209983008	5.028768802	[Clostridium] stercorarium	Bacteroides oleiciplenus
3865	D006262	species	1510	626932	0.001565159	-0.068754202	2.84e-65	-0.358951078	175	263	1675	10372	4.119933541	3.32e-39	3.359235537	5.043334756	[Clostridium] stercorarium	Alistipes indistinctus
3866	D006262	species	1510	626933	0.010456347	-0.107261977	2.3200000000000003e-79	-0.682904786	12	426	131	11916	2.562165525	0.004487703	1.280565808	4.675810982	[Clostridium] stercorarium	Odoribacter laneus
3867	D006262	species	1510	626947	0.012325594	-0.109577375	1.34e-38	-0.527157715	16	422	83	11964	5.463472796	3.12e-07	2.958790823	9.505458692	[Clostridium] stercorarium	Parasutterella secunda
3868	D006262	species	1510	645466	3.23e-14	-0.285470705	5.0699999999999995e-138	-0.776324009	18	420	242	11805	2.090333752	0.005633993	1.206216027	3.415853157	[Clostridium] stercorarium	Anaerostipes butyraticus
3869	D006262	species	1510	691816	0.000510782	-0.147698682	7.53e-76	-0.679894434	13	425	112	11935	3.258989955	0.000439105	1.669224071	5.863342776	[Clostridium] stercorarium	Bacteroides rodentium
3870	D006262	species	1510	762210	4.68e-08	-0.123478354	1.1e-215	-0.63007175	84	354	1507	10540	1.659514754	0.000101406	1.284312078	2.124688723	[Clostridium] stercorarium	Bifidobacterium saguini
3871	D006262	species	1510	882211	0.000144448	-0.16150034	2.5300000000000002e-64	-0.638956855	11	427	111	11936	2.769755104	0.003715371	1.333636916	5.200562919	[Clostridium] stercorarium	Pseudomonas deceptionensis
3872	D006262	species	1510	1042156	0.03482955	-0.098638422	3.36e-10	-0.288035646	6	432	20	12027	8.348958792	0.000228096	2.729515615	21.69271472	[Clostridium] stercorarium	Clostridium sp. SY8519
3873	D006262	species	1510	1121298	0.027527812	-0.093812075	6.17e-51	-0.580003708	30	408	114	11933	7.694756228	1.75e-15	4.905442807	11.75301171	[Clostridium] stercorarium	Clostridium amylolyticum
3874	D006262	species	1510	1131462	0.038538047	-0.095782331	3.59e-12	-0.314375534	14	424	29	12018	13.67397094	1.08e-10	6.62607902	26.95525992	[Clostridium] stercorarium	Dehalobacter sp. CF
3875	D006262	species	1510	1147129	0.027820041	-0.101912706	2.73e-11	-0.302103384	13	425	28	12019	13.12250529	7.35e-10	6.193127481	26.39660539	[Clostridium] stercorarium	Dehalobacter sp. DCA
3876	D006262	species	1510	1161942	0.000352309	-0.086697116	1.37e-77	-0.430911278	179	259	1257	10790	5.930896738	2.99e-58	4.830674867	7.269469688	[Clostridium] stercorarium	Ruminococcus champanellensis
3877	D006262	species	1510	1291540	0.023524509	-0.106284446	2.11e-07	-0.240619597	7	431	16	12031	12.20269436	9.38e-06	4.222963386	31.55066396	[Clostridium] stercorarium	Candidatus Methanomethylophilus alvus
3878	D006262	species	1510	1297750	2.25e-07	-0.105029832	2.0599999999999998e-147	-0.491619398	128	310	1981	10066	2.097944796	7.5e-11	1.684322311	2.601367388	[Clostridium] stercorarium	Bacteroides luti
3879	D006262	species	1510	1465754	0.000354205	-0.090297375	2.33e-92	-0.483754721	156	282	1123	10924	5.379914762	3.1099999999999995e-48	4.352871687	6.631390215	[Clostridium] stercorarium	Alistipes timonensis
3880	D006262	species	1510	1755610	6.67e-07	-0.210821236	7.05e-48	-0.56757499	29	409	108	11939	7.836000006	3.35e-15	4.951288671	12.05944551	[Clostridium] stercorarium	Alistipes sp. MC_19
3881	D006262	species	1510	1755626	3.55e-10	-0.096835646	1.78e-36	-0.193330147	292	146	3741	8306	4.43995891	9.8e-51	3.61332775	5.474576251	[Clostridium] stercorarium	Faecalibacterium sp. MC_41
3882	D006262	species	1510	1755629	0.005756064	-0.116241185	1.3600000000000001e-31	-0.465311825	60	378	125	11922	15.12853059	4.8999999999999994e-42	10.74351902	21.12468758	[Clostridium] stercorarium	Victivallis sp. MC_44
5289	D006262	species	1681	1684	1.73e-15	0.184680809	1.96e-11	0.156068795	101	1705	22	10657	28.67720737	6.16e-64	17.89164328	47.92499839	Bifidobacterium bifidum	Bifidobacterium asteroides
5290	D006262	species	1681	1685	4.39e-18	0.140874586	9.94e-29	-0.180149883	923	883	1945	8734	4.693189125	9.23e-180	4.221651876	5.217946206	Bifidobacterium bifidum	Bifidobacterium breve
5291	D006262	species	1681	1686	0.002237923	0.052297634	5.0500000000000004e-70	-0.296046692	720	1086	1608	9071	3.739519742	6.48e-118	3.351085344	4.171973286	Bifidobacterium bifidum	Bifidobacterium catenulatum
5292	D006262	species	1681	1691	2.74e-05	-0.086772335	3.8e-56	-0.318669404	447	1359	524	10155	6.372822487	3.09e-137	5.535537607	7.3362322	Bifidobacterium bifidum	Bifidobacterium indicum
5293	D006262	species	1681	2702	2.87e-13	0.169720498	1.3599999999999999e-34	0.281442364	182	1624	20	10659	59.72258496	5.37e-131	37.40388983	100.6363704	Bifidobacterium bifidum	Gardnerella vaginalis
5294	D006262	species	1681	2724	0.003026337	-0.067250442	2.1300000000000002e-33	-0.268411851	157	1649	136	10543	7.380503467	4.37e-57	5.792306853	9.408088874	Bifidobacterium bifidum	Hirschia baltica
5295	D006262	species	1681	28037	0.003251907	-0.054895853	1.52e-265	-0.586945528	360	1446	1066	9613	2.24492231	1.7999999999999998e-30	1.962182501	2.564714594	Bifidobacterium bifidum	Streptococcus mitis
5296	D006262	species	1681	28161	0.004763824	-0.05956509	5.21e-187	-0.561960697	129	1677	438	10241	1.798446876	6.2e-08	1.456317515	2.209258513	Bifidobacterium bifidum	Bisgaard Taxon 7
5297	D006262	species	1681	29347	0.001734581	-0.069581863	2.34e-118	-0.482199688	59	1747	218	10461	1.62052015	0.001794827	1.18881598	2.18030103	Bifidobacterium bifidum	[Clostridium] scindens
5298	D006262	species	1681	29363	0.016205083	-0.047193333	1.8400000000000003e-223	-0.569946908	313	1493	789	9890	2.627704322	1.9000000000000002e-36	2.272643513	3.033476908	Bifidobacterium bifidum	Clostridium paraputrificum
5299	D006262	species	1681	29466	0.007251211	-0.04340892	5.25e-264	-0.519966998	591	1215	2019	8660	2.086249037	2.7900000000000003e-37	1.866205524	2.330673876	Bifidobacterium bifidum	Veillonella parvula
5300	D006262	species	1681	33038	0.002491025	-0.047447795	0.0	-0.54651016	572	1234	2255	8424	1.731473072	8.75e-22	1.549025882	1.934194875	Bifidobacterium bifidum	[Ruminococcus] gnavus
5301	D006262	species	1681	39777	0.001761468	-0.063223819	4.31e-242	-0.603041888	213	1593	639	10040	2.100712162	3.64e-17	1.774475657	2.479669474	Bifidobacterium bifidum	Veillonella atypica
5302	D006262	species	1681	47715	0.002830271	0.068766952	7.799999999999999e-30	-0.257217923	25	1781	77	10602	1.932717675	0.006677703	1.175609696	3.079101983	Bifidobacterium bifidum	Lactobacillus rhamnosus
