#cooccurred genus in D006262: Health; The state of the organism when it functions optimally without evidence of disease.																	
#in total 12485 valid runs were included in GMrepo.																	
#please consult our web site for more details.																	
phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
D006262	genus	482	713	0.038925657	-0.158077519	1.56E-16	-0.576553838	4	140	27	12314	13.01978653	0.000419206	3.267711235	38.07691607	Neisseria	Actinobacillus
D006262	genus	482	836	2.10E-06	0.220024288	2.89E-09	-0.273488514	54	90	312	12029	23.10878555	5.20E-46	15.87307014	33.38697582	Neisseria	Porphyromonas
D006262	genus	482	838	0.001206585	-0.045244048	6.32E-30	-0.157903488	77	67	4973	7368	1.702610352	0.001543378	1.20863282	2.403629104	Neisseria	Prevotella
D006262	genus	482	906	0.027428907	-0.05962753	1.75E-40	-0.349081405	60	84	1224	11117	6.485653873	5.78E-23	4.552646406	9.192863509	Neisseria	Megasphaera
D006262	genus	482	970	0.021064928	-0.163866255	5.67E-24	-0.637452531	10	134	54	12287	16.96315795	2.71E-09	7.537487861	34.56318259	Neisseria	Selenomonas
D006262	genus	482	1386	0.026256821	-0.063137885	1.19E-48	-0.399391321	42	102	1095	11246	4.22839594	4.16E-12	2.86318253	6.148564604	Neisseria	Bacillus
D006262	genus	482	32067	0.000589065	0.272125503	1.34E-09	0.46145974	59	85	12	12329	711.4895307	5.49E-108	362.4603692	1457.651246	Neisseria	Leptotrichia
D006262	genus	482	52225	0.003540443	-0.115213976	5.36E-79	-0.653220976	12	132	495	11846	2.175297087	0.016757953	1.088639489	3.96380743	Neisseria	Mitsuokella
D006262	genus	482	117563	1.49E-14	0.378868832	5.09E-06	-0.230369385	47	97	240	12101	24.42043929	6.89E-42	16.44719514	35.81177239	Neisseria	Granulicatella
D006262	genus	482	118747	0.039996439	-0.135241391	2.92E-50	-0.788579638	5	139	87	12254	5.064486138	0.004192467	1.580016026	12.55951766	Neisseria	Bulleidia
D006262	genus	482	165779	0.047610511	-0.109461986	3.20E-59	-0.744770843	11	133	184	12157	5.462717943	1.56E-05	2.617249164	10.32237977	Neisseria	Anaerococcus
D006262	genus	482	504481	0.026947848	-0.164911296	2.16E-16	-0.562257909	12	132	36	12305	31.02627973	1.70E-13	14.3618672	62.63810035	Neisseria	Sediminibacterium
D006262	genus	482	886360	0.037445093	-0.163652562	4.08E-09	-0.441502443	9	135	18	12323	45.50665418	1.10E-11	17.69015575	109.2656879	Neisseria	Rudaea
D006262	genus	482	1164882	0.016581904	0.196018423	7.08E-08	0.424052866	45	99	5	12336	1115.17483	6.03E-85	424.9114151	3762.305474	Neisseria	Lachnoanaerobaculum
D006262	genus	497	1375	0.04159348	-0.25751863	1.23E-16	-0.823257075	2	24	37	12422	27.931815	0.002947253	3.089561993	119.2951879	Psychrobacter	Aerococcus
D006262	genus	497	86331	0.016024817	-0.151288306	8.72E-15	-0.462065574	4	22	227	12232	9.790777197	0.001239367	2.433235875	29.14609328	Psychrobacter	Mogibacterium
D006262	genus	497	574697	0.028763615	-0.070106591	6.32E-08	-0.172339558	10	16	947	11512	7.595041897	1.14E-05	3.072039845	17.86263674	Psychrobacter	Butyricimonas
D006262	genus	544	561	1.08E-12	0.111196451	0.044816841	-0.031424364	98	63	3916	8408	3.339583459	8.42E-14	2.403087617	4.669748569	Citrobacter	Escherichia
D006262	genus	544	1243	0.04719479	-0.130439315	9.69E-48	-0.775013834	4	157	71	12253	4.395779378	0.015948091	1.151637339	11.97968733	Citrobacter	Leuconostoc
D006262	genus	544	292632	0.037828218	-0.031807968	2.13E-44	-0.211711556	70	91	4102	8222	1.541820055	0.008901654	1.109932801	2.134075804	Citrobacter	Subdoligranulum
D006262	genus	544	447020	0.00100698	-0.127055832	1.52E-67	-0.60396747	16	145	506	11818	2.576716627	0.001156087	1.423642063	4.368883076	Citrobacter	Adlercreutzia
D006262	genus	547	33024	0.017556561	-0.083685287	1.72E-101	-0.659155195	19	174	612	11680	2.083907718	0.006876295	1.216388006	3.381683023	Enterobacter	Phascolarctobacterium
D006262	genus	547	135858	0.041498581	-0.086407113	2.80E-93	-0.728618591	21	172	364	11928	4.000094936	5.27E-07	2.385283545	6.401610279	Enterobacter	Catenibacterium
D006262	genus	547	292632	0.008378308	-0.04060387	1.55E-38	-0.198032611	150	43	4022	8270	7.171518199	6.07E-37	5.066645345	10.3391822	Enterobacter	Subdoligranulum
D006262	genus	547	1348911	0.022800708	-0.086170648	1.84E-93	-0.673609056	15	178	505	11787	1.9667669	0.017470935	1.06990232	3.363832153	Enterobacter	Coprobacter
D006262	genus	561	846	0.008323793	-0.041198764	1.44E-21	-0.148178769	95	3919	87	8384	2.335889099	2.13E-08	1.723377808	3.169418556	Escherichia	Oxalobacter
D006262	genus	561	864	0.006315746	-0.041830284	1.73E-91	-0.303493149	191	3823	247	8224	1.663422336	3.84E-07	1.364406046	2.025606345	Escherichia	Pectinatus
D006262	genus	561	906	0.00020905	-0.053593905	6.84E-230	-0.443715693	516	3498	768	7703	1.479527353	1.69E-10	1.311373107	1.668195274	Escherichia	Megasphaera
D006262	genus	561	1357	0.027642344	-0.033167678	4.36E-122	-0.343168188	228	3786	395	8076	1.231220063	0.01552078	1.036615712	1.459882397	Escherichia	Lactococcus
D006262	genus	561	2697	0.046238877	-0.031088917	9.29E-49	-0.225983218	125	3889	97	8374	2.774562002	1.17E-13	2.105059253	3.665903049	Escherichia	Heliobacterium
D006262	genus	561	2701	0.000292101	-0.056445153	9.69E-50	-0.22818901	102	3912	100	8371	2.182511453	7.22E-08	1.635494578	2.91275947	Escherichia	Gardnerella
D006262	genus	561	2723	0.004860786	-0.043791371	1.95E-54	-0.238233217	175	3839	120	8351	3.171994708	3.65E-22	2.491753874	4.048698983	Escherichia	Hirschia
D006262	genus	561	33024	4.75E-05	-0.06128794	2.17E-125	-0.347931864	246	3768	385	8086	1.371193858	0.000198087	1.158146188	1.62102483	Escherichia	Phascolarctobacterium
D006262	genus	561	35832	8.88E-15	-0.099540603	2.76E-288	-0.442611965	1441	2573	2027	6444	1.780394179	3.52E-43	1.639466375	1.93321322	Escherichia	Bilophila
D006262	genus	561	61170	8.97E-09	-0.086395853	2.66E-164	-0.394488584	246	3768	400	8071	1.317341014	0.0011613	1.113937714	1.555418146	Escherichia	Holdemania
D006262	genus	561	135858	0.000997549	-0.050521127	2.02E-88	-0.299165284	158	3856	227	8244	1.488075333	0.000198337	1.202322272	1.838079984	Escherichia	Catenibacterium
D006262	genus	561	207244	0.000206782	-0.052161526	0	-0.500801038	598	3416	1042	7429	1.248035737	7.10E-05	1.117792567	1.392672382	Escherichia	Anaerostipes
D006262	genus	561	447020	0.000293553	-0.05523104	1.30E-90	-0.300968247	242	3772	280	8191	1.876797942	5.33E-12	1.566555238	2.247009619	Escherichia	Adlercreutzia
D006262	genus	561	1348911	2.40E-06	-0.071792471	6.75E-142	-0.372512904	226	3788	294	8177	1.65932908	3.94E-08	1.3828778	1.988943636	Escherichia	Coprobacter
D006262	genus	570	838	1.94E-06	-0.064978812	2.10E-96	-0.27905086	249	307	4801	7128	1.204169219	0.033910425	1.010545322	1.433810852	Klebsiella	Prevotella
D006262	genus	570	848	0.027417527	-0.065352463	5.01E-184	-0.721918999	68	488	583	11346	2.711666492	3.21E-11	2.044287595	3.552755248	Klebsiella	Fusobacterium
D006262	genus	570	864	0.005327402	-0.092100629	7.33E-142	-0.711413712	80	476	358	11571	5.430659145	2.77E-28	4.136021724	7.068859254	Klebsiella	Pectinatus
D006262	genus	570	904	7.74E-07	-0.08979583	5.76E-168	-0.472764152	169	387	2463	9466	1.678250472	1.23E-07	1.384800108	2.027377392	Klebsiella	Acidaminococcus
D006262	genus	570	906	0.008136657	-0.063495972	5.39E-195	-0.632966301	104	452	1180	10749	2.095792095	8.17E-10	1.66276563	2.622752322	Klebsiella	Megasphaera
D006262	genus	570	970	0.012773746	-0.100685335	3.08E-32	-0.452926228	9	547	55	11874	3.551475479	0.001994985	1.534852623	7.292523456	Klebsiella	Selenomonas
D006262	genus	570	1243	0.025814424	-0.089303543	8.68E-41	-0.500398068	8	548	67	11862	2.584134748	0.018078575	1.066553014	5.427446017	Klebsiella	Leuconostoc
D006262	genus	570	1350	0.01067448	0.064155844	3.17E-156	-0.601251801	130	426	1027	10902	3.238972568	3.73E-24	2.613378373	3.994283292	Klebsiella	Enterococcus
D006262	genus	570	1357	0.0462759	-0.059641927	6.48E-190	-0.734442899	62	494	561	11368	2.542913497	2.89E-09	1.894669364	3.36618496	Klebsiella	Lactococcus
D006262	genus	570	1386	0.027879166	-0.055357873	6.27E-158	-0.604627316	115	441	1022	10907	2.78264143	1.19E-17	2.224077839	3.460064248	Klebsiella	Bacillus
D006262	genus	570	1578	0.005379368	-0.051817122	4.24E-192	-0.511519101	133	423	2328	9601	1.296686347	0.012087623	1.053385328	1.588035559	Klebsiella	Lactobacillus
D006262	genus	570	2316	0.007795638	-0.100066211	4.81E-99	-0.685322558	14	542	150	11779	2.028206772	0.019548698	1.075316445	3.540312	Klebsiella	Methanosphaera
D006262	genus	570	33042	0.0017093	-0.037849465	1.04E-49	-0.177513014	344	212	6309	5620	1.445387421	3.48E-05	1.209744803	1.730096449	Klebsiella	Coprococcus
D006262	genus	570	35832	2.58E-08	-0.089673278	1.66E-158	-0.413398425	182	374	3286	8643	1.279962556	0.008849559	1.061305767	1.539341323	Klebsiella	Bilophila
D006262	genus	570	52225	0.004131083	-0.089904787	3.72E-167	-0.726127854	47	509	460	11469	2.302089644	1.57E-06	1.645935886	3.158263524	Klebsiella	Mitsuokella
D006262	genus	570	102106	0.000108369	-0.053936513	1.11E-68	-0.240616665	302	254	4590	7339	1.901011662	2.07E-13	1.596745308	2.264640888	Klebsiella	Collinsella
D006262	genus	570	135858	0.000109262	-0.127766725	3.82E-192	-0.785863167	29	527	356	11573	1.78875193	0.00539007	1.16884492	2.645377266	Klebsiella	Catenibacterium
D006262	genus	570	158846	0.001333703	-0.09240759	9.28E-210	-0.740779052	52	504	647	11282	1.798935038	0.000294738	1.310915979	2.426143496	Klebsiella	Megamonas
D006262	genus	570	160795	0.014506476	-0.099671153	1.01E-25	-0.409655153	7	549	45	11884	3.366654259	0.007855475	1.275020246	7.566971079	Klebsiella	Ureibacillus
D006262	genus	570	189330	0.009367614	-0.033389291	3.26E-08	-0.070953446	409	147	5499	6430	3.253077674	9.11E-38	2.677848633	3.968922839	Klebsiella	Dorea
D006262	genus	570	292632	9.02E-11	-0.096555515	3.35E-180	-0.408558807	239	317	3933	7996	1.532790648	1.61E-06	1.284679873	1.826930415	Klebsiella	Subdoligranulum
D006262	genus	570	577309	5.63E-05	-0.069448434	1.08E-183	-0.469462765	152	404	2802	9127	1.225524884	0.04103681	1.005319619	1.487898845	Klebsiella	Paraprevotella
D006262	genus	570	1505657	0.000991366	-0.063397512	1.06E-170	-0.500297392	151	405	2139	9790	1.706364034	1.60E-07	1.397735838	2.074708548	Klebsiella	Intestinibacter
D006262	genus	570	1505663	0.004815142	-0.042969239	5.26E-139	-0.369119058	201	355	3747	8182	1.236301455	0.019682973	1.030164452	1.480632476	Klebsiella	Erysipelatoclostridium
D006262	genus	570	1506577	0.018320537	-0.066637223	1.98E-175	-0.68663667	96	460	697	11232	3.362550172	5.41E-20	2.635147104	4.257944911	Klebsiella	Tyzzerella
D006262	genus	620	642	0.014397642	-0.289322418	6.12E-18	-0.814023449	2	32	37	12414	20.93535935	0.005007957	2.347403774	87.64055311	Shigella	Aeromonas
D006262	genus	620	1378	0.002378049	-0.20909921	8.78E-21	-0.587464252	4	30	175	12276	9.347163825	0.001354043	2.367475613	26.95330667	Shigella	Gemella
D006262	genus	620	1883	0.046623678	-0.191022477	1.01E-20	-0.747419444	2	32	75	12376	10.30472144	0.018541116	1.175852965	41.69501515	Shigella	Streptomyces
D006262	genus	620	1505652	0.001845058	-0.363308164	1.00E-16	-0.796462246	2	32	37	12414	20.93535935	0.005007957	2.347403774	87.64055311	Shigella	Terrisporobacter
D006262	genus	642	41275	0.003695133	0.274593089	2.97E-13	-0.624856972	5	34	71	12375	25.57254723	3.58E-06	7.593055495	68.44093052	Aeromonas	Brevundimonas
D006262	genus	713	724	2.15E-28	0.199142758	1.36E-07	0.095701733	30	1	2990	9464	95.16942399	6.88E-18	15.76854483	3791.255797	Actinobacillus	Haemophilus
D006262	genus	713	32008	0.008018677	-0.284134727	2.91E-20	-0.799182172	3	28	55	12399	24.13219772	0.000389935	4.558718046	81.66889046	Actinobacillus	Burkholderia
D006262	genus	713	114627	0.005487822	-0.36014338	1.28E-12	-0.772120742	3	28	27	12427	49.12416844	5.38E-05	9.03217606	174.7690667	Actinobacillus	Alkaliphilus
D006262	genus	713	416916	0.001083898	-0.313088932	3.32E-20	-0.747731335	2	29	75	12379	11.37418669	0.015551929	1.292309231	46.42387194	Actinobacillus	Aggregatibacter
D006262	genus	713	1164882	0.000223121	-0.403898717	4.55E-19	-0.804100209	2	29	48	12406	17.80182486	0.006786858	2.003333266	73.80986251	Actinobacillus	Lachnoanaerobaculum
D006262	genus	713	1573534	0.043318631	-0.152072408	1.67E-18	-0.597435625	3	28	146	12308	9.026902093	0.005862285	1.737080549	29.72815096	Actinobacillus	Faecalitalea
D006262	genus	724	864	0.027329142	-0.038369075	2.13E-107	-0.369275618	150	2870	288	9177	1.665318412	1.61E-06	1.351657834	2.045200437	Haemophilus	Pectinatus
D006262	genus	724	906	0.002429504	-0.048456926	5.00E-299	-0.542970307	391	2629	893	8572	1.427589971	6.28E-08	1.254353333	1.622756046	Haemophilus	Megasphaera
D006262	genus	724	1386	0.020983307	-0.037429739	1.21E-273	-0.529287713	354	2666	783	8682	1.472266612	2.52E-08	1.285310323	1.684073556	Haemophilus	Bacillus
D006262	genus	724	1485	0.00895083	0.028493293	2.96E-70	-0.191404869	1967	1053	5395	4070	1.409175316	1.82E-15	1.293144874	1.536187804	Haemophilus	Clostridium
D006262	genus	724	1578	0.005460935	-0.040326019	0	-0.552088295	735	2285	1726	7739	1.442220452	5.63E-13	1.305458826	1.592533539	Haemophilus	Lactobacillus
D006262	genus	724	39948	4.91E-12	-0.083477759	0	-0.51292615	1283	1737	3807	5658	1.097749105	0.028502574	1.009311874	1.193752267	Haemophilus	Dialister
D006262	genus	724	117563	3.36E-05	0.073393109	2.13E-30	-0.200980387	120	2900	167	9298	2.303694208	2.88E-11	1.799707368	2.941580501	Haemophilus	Granulicatella
D006262	genus	724	158846	0.00184984	-0.052472701	1.06E-233	-0.511327081	201	2819	498	8967	1.283836073	0.004180329	1.078478715	1.523980676	Haemophilus	Megamonas
D006262	genus	724	577310	3.60E-06	-0.062665048	0	-0.553665686	916	2104	2439	7026	1.254075423	1.05E-06	1.144517777	1.37371391	Haemophilus	Parasutterella
D006262	genus	724	1164882	1.88E-09	0.109021716	9.10E-25	0.1854028	49	2971	1	9464	155.8342226	1.78E-29	26.69736411	6052.127049	Haemophilus	Lachnoanaerobaculum
D006262	genus	724	1505657	8.15E-05	-0.057695195	0	-0.600083867	652	2368	1638	7827	1.315654476	1.83E-07	1.18641199	1.458001401	Haemophilus	Intestinibacter
D006262	genus	724	1506553	4.58E-06	-0.054445281	0	-0.448868279	1495	1525	4058	5407	1.3061739	2.09E-10	1.202184184	1.419296303	Haemophilus	Lachnoclostridium
D006262	genus	724	1573535	1.39E-07	-0.082307415	0	-0.6035813	427	2593	1063	8402	1.301564352	2.38E-05	1.150803477	1.470330634	Haemophilus	Holdemanella
D006262	genus	816	830	7.11E-18	-0.080013731	5.34E-37	-0.117830911	812	10718	23	932	3.069763812	8.53E-10	2.01825779	4.897540811	Bacteroides	Butyrivibrio
D006262	genus	816	836	7.76E-06	-0.041606608	0.002862967	-0.02775386	353	11177	13	942	2.288423321	0.001813227	1.314180262	4.358100599	Bacteroides	Porphyromonas
D006262	genus	816	864	2.26E-09	-0.055633637	3.62E-25	-0.096300173	437	11093	1	954	37.56320246	2.86E-14	6.691138022	1479.433977	Bacteroides	Pectinatus
D006262	genus	816	1485	3.22E-75	-0.166324695	1.08E-129	-0.218468588	6885	4645	477	478	1.485260043	5.43E-09	1.298435837	1.699035279	Bacteroides	Clostridium
D006262	genus	816	1573	0.000323806	-0.033456782	8.25E-06	-0.041482139	336	11194	15	940	1.880932916	0.01404035	1.118060776	3.412792182	Bacteroides	Clavibacter
D006262	genus	816	2132	2.04E-26	-0.098684302	8.93E-72	-0.165488985	776	10754	31	924	2.150706232	7.44E-06	1.491562866	3.207839162	Bacteroides	Spiroplasma
D006262	genus	816	2172	8.97E-33	-0.110438493	1.07E-62	-0.154342579	1748	9782	57	898	2.81511363	1.62E-17	2.141067778	3.765327053	Bacteroides	Methanobrevibacter
D006262	genus	816	2740	5.35E-07	-0.046661764	2.07E-08	-0.052169143	149	11381	3	952	4.154255998	0.0049748	1.389910426	20.40886017	Bacteroides	Peptococcus
D006262	genus	816	41273	0.001729518	-0.029171728	0.000759247	-0.031350406	118	11412	3	952	3.281030419	0.024959536	1.092195193	16.16655504	Bacteroides	Tissierella
D006262	genus	816	44748	4.01E-40	-0.12298612	6.13E-62	-0.153716157	2422	9108	7	948	36.00937789	3.79E-81	17.381555	89.97602559	Bacteroides	Sporobacter
D006262	genus	816	61170	0.00425062	0.026619733	1.28E-17	0.079455936	643	10887	3	952	18.74122181	6.26E-19	6.363063176	91.32361677	Bacteroides	Holdemania
D006262	genus	816	66831	0.01629763	-0.022369951	0.000649898	-0.031750025	73	11457	1	954	6.078117931	0.043887677	1.05461387	243.3813997	Bacteroides	Facklamia
D006262	genus	816	84108	3.63E-21	-0.087759936	2.28E-53	-0.142471289	390	11140	5	950	6.651207814	1.17E-08	2.815203464	20.6487613	Bacteroides	Slackia
D006262	genus	816	86331	3.35E-17	-0.07841056	1.67E-38	-0.120388804	225	11305	6	949	3.147759985	0.001618931	1.418199648	8.691930344	Bacteroides	Mogibacterium
D006262	genus	816	117563	2.88E-11	-0.061872189	1.06E-19	-0.084397566	275	11255	12	943	1.919977503	0.023952514	1.076185668	3.775542061	Bacteroides	Granulicatella
D006262	genus	816	118747	8.52E-07	-0.045824384	3.07E-21	-0.087934917	90	11440	2	953	3.7484545	0.046771988	1.005138764	31.47770553	Bacteroides	Bulleidia
D006262	genus	816	133925	3.84E-09	-0.05480771	6.52E-53	-0.141829225	256	11274	8	947	2.687811228	0.002204244	1.337861019	6.312529763	Bacteroides	Olsenella
D006262	genus	816	244127	1.51E-17	-0.079211313	4.73E-22	-0.08964567	3486	8044	23	932	17.55889683	2.43E-106	11.60653794	27.91246331	Bacteroides	Anaerotruncus
D006262	genus	816	283168	2.79E-36	0.116745543	6.11E-168	0.253056793	5425	6105	1	954	846.371877	2.61E-247	152.3138765	4.50E+15	Bacteroides	Odoribacter
D006262	genus	816	292632	2.70E-10	-0.058449765	2.27E-60	0.150959374	4047	7483	125	830	3.590772685	4.39E-50	2.959534234	4.386392962	Bacteroides	Subdoligranulum
D006262	genus	816	397864	3.05E-05	0.03882145	7.98E-21	0.087007879	5055	6475	1	954	743.706302	1.79E-224	132.9788335	16384	Bacteroides	Barnesiella
D006262	genus	816	442430	2.05E-05	-0.039649494	4.69E-06	-0.042620134	102	11428	1	954	8.514225388	0.004546758	1.490415929	339.499923	Bacteroides	Coraliomargarita
D006262	genus	816	577309	0.020968377	0.021498261	3.44E-10	-0.058413831	2953	8577	1	954	328.1939959	3.73E-115	58.78025697	11890.26368	Bacteroides	Paraprevotella
D006262	genus	816	644652	0.000154746	-0.035223602	4.52E-20	-0.085291889	238	11292	2	953	10.04233564	1.79E-06	2.741830409	83.66666463	Bacteroides	Gordonibacter
D006262	genus	816	762551	0.018890635	-0.021861611	0.004781137	-0.026271674	95	11435	2	953	3.958426859	0.033280847	1.063055127	33.20773686	Bacteroides	Jejuia
D006262	genus	816	990721	1.92E-28	-0.102738259	2.66E-52	-0.141012395	1368	10162	4	951	32.01272215	8.19E-44	12.42339272	118.1135838	Bacteroides	Christensenella
D006262	genus	816	1279388	1.08E-16	-0.077119955	8.07E-47	-0.13319089	491	11039	8	947	5.264786055	1.53E-09	2.639217282	12.30192643	Bacteroides	Kandleria
D006262	genus	816	1505657	8.82E-30	-0.104764536	2.07E-49	-0.13631368	2176	9354	114	841	1.71602119	2.95E-08	1.401356602	2.117372374	Bacteroides	Intestinibacter
D006262	genus	816	1506577	4.99E-07	-0.046740391	7.75E-18	-0.079911834	767	10763	26	929	2.546138068	1.77E-07	1.71235414	3.945617941	Bacteroides	Tyzzerella
D006262	genus	816	1508657	4.07E-88	-0.183095797	8.21E-120	-0.213470292	5577	5953	86	869	9.465075731	3.98E-143	7.552576488	11.98799554	Bacteroides	Ruminiclostridium
D006262	genus	816	1573534	0.000280053	-0.033821245	1.06E-05	-0.040993451	144	11386	5	950	2.40283293	0.04354819	1.002502813	7.53074772	Bacteroides	Faecalitalea
D006262	genus	816	1573535	8.49E-39	-0.120854293	3.31E-69	-0.162622098	1482	10048	8	947	17.45775768	8.77E-43	8.797397304	40.61697342	Bacteroides	Holdemanella
D006262	genus	830	838	1.02E-09	-0.082721648	5.94E-61	-0.220767734	453	382	4597	7053	1.819274114	1.04E-16	1.576102093	2.101072609	Butyrivibrio	Prevotella
D006262	genus	830	841	0.000372669	0.03780988	2.31E-05	0.044961935	763	72	8020	3630	4.795451634	1.77E-52	3.749472893	6.215192293	Butyrivibrio	Roseburia
D006262	genus	830	970	9.06E-06	-0.148412304	2.51E-35	-0.399547843	12	823	52	11598	3.251560903	0.000960674	1.573396384	6.203340497	Butyrivibrio	Selenomonas
D006262	genus	830	1569	0.007109094	-0.091619398	4.44E-17	-0.280762911	9	826	27	11623	4.689378329	0.000467262	1.93361407	10.31428865	Butyrivibrio	Sporosarcina
D006262	genus	830	1696	0.047697093	-0.067501258	7.33E-17	-0.279021289	6	829	26	11624	3.235265113	0.017818735	1.085882663	8.066748122	Butyrivibrio	Brevibacterium
D006262	genus	830	1730	1.06E-12	0.07282993	2.77E-41	0.137137121	812	23	8707	2943	11.93186989	6.84E-69	7.874142238	18.96312824	Butyrivibrio	Eubacterium
D006262	genus	830	2132	3.73E-14	-0.189947263	0	-0.77782715	80	755	727	10923	1.591948748	0.000334859	1.233144731	2.033330981	Butyrivibrio	Spiroplasma
D006262	genus	830	2147	1.04E-07	-0.145729753	6.12E-224	-0.734056388	106	729	486	11164	3.33959719	1.53E-21	2.645635374	4.187494465	Butyrivibrio	Acholeplasma
D006262	genus	830	2172	1.44E-06	-0.100349474	8.52E-134	-0.481667477	342	493	1463	10187	4.829534664	4.32E-85	4.150025915	5.616308392	Butyrivibrio	Methanobrevibacter
